Open,High,Low,Close,Adj Close,Volume,Symbol
20367.001953125,20370.595703125,19628.25390625,20187.244140625,20187.244140625,39578257695.0,BTC-USD
20187.876953125,20792.525390625,20068.66015625,20632.41015625,20632.41015625,30180288176.0,BTC-USD
20628.029296875,22185.03125,20448.806640625,22163.94921875,22163.94921875,29279035521.0,BTC-USD
22156.40625,24550.837890625,21918.19921875,24197.533203125,24197.533203125,49466362688.0,BTC-USD
24201.765625,26514.716796875,24081.18359375,24746.07421875,24746.07421875,54622230164.0,BTC-USD
24770.92578125,25240.615234375,23964.91015625,24375.9609375,24375.9609375,43655701450.0,BTC-USD
24373.45703125,25190.326171875,24225.111328125,25052.7890625,25052.7890625,33866061747.0,BTC-USD
25055.123046875,27787.8125,24955.169921875,27423.9296875,27423.9296875,50730261335.0,BTC-USD
27448.1171875,27725.953125,26636.26171875,26965.87890625,26965.87890625,35723036817.0,BTC-USD
26969.50390625,28440.560546875,26907.716796875,28038.67578125,28038.67578125,37769448859.0,BTC-USD
28041.6015625,28527.724609375,27242.880859375,27767.236328125,27767.236328125,44774027664.0,BTC-USD
27768.392578125,28439.5625,27439.646484375,28175.81640625,28175.81640625,36102192830.0,BTC-USD
28158.720703125,28803.3359375,26759.99609375,27307.4375,27307.4375,33382021890.0,BTC-USD
27301.95703125,28729.84375,27183.36328125,28333.97265625,28333.97265625,24220433689.0,BTC-USD
28324.111328125,28388.4375,27039.265625,27493.28515625,27493.28515625,25980310960.0,BTC-USD
27487.337890625,27791.826171875,27196.234375,27494.70703125,27494.70703125,13383005987.0,BTC-USD
27495.5234375,28178.14453125,27445.046875,27994.330078125,27994.330078125,13878363192.0,BTC-USD
27994.068359375,28037.92578125,26606.689453125,27139.888671875,27139.888671875,18188895178.0,BTC-USD
27132.888671875,27460.71875,26677.818359375,27268.130859375,27268.130859375,17783600385.0,BTC-USD
27267.03125,28619.54296875,27259.662109375,28348.44140625,28348.44140625,20684945906.0,BTC-USD
28350.140625,29159.90234375,27720.16015625,28033.5625,28033.5625,22435349951.0,BTC-USD
28032.26171875,28639.896484375,27583.71484375,28478.484375,28478.484375,19001327598.0,BTC-USD
28473.33203125,28802.45703125,28297.171875,28411.03515625,28411.03515625,10876469901.0,BTC-USD
28462.845703125,28518.958984375,27884.087890625,28199.30859375,28199.30859375,12284641999.0,BTC-USD
28183.080078125,28475.623046875,27276.720703125,27790.220703125,27790.220703125,19556501327.0,BTC-USD
27795.2734375,28433.7421875,27681.3046875,28168.08984375,28168.08984375,15284538859.0,BTC-USD
28169.7265625,28739.23828125,27843.763671875,28177.984375,28177.984375,17052315986.0,BTC-USD
28175.2265625,28178.384765625,27738.759765625,28044.140625,28044.140625,13837809380.0,BTC-USD
28038.966796875,28111.59375,27794.03125,27925.859375,27925.859375,10861680497.0,BTC-USD
27920.513671875,28159.86328125,27883.38671875,27947.794921875,27947.794921875,9373255556.0,BTC-USD
27952.3671875,28532.830078125,27828.48046875,28333.05078125,28333.05078125,12175322951.0,BTC-USD
28336.02734375,29771.46484375,28189.271484375,29652.98046875,29652.98046875,19282400094.0,BTC-USD
29653.6796875,30509.083984375,29609.30078125,30235.05859375,30235.05859375,20121259843.0,BTC-USD
30231.58203125,30462.48046875,29725.57421875,30139.052734375,30139.052734375,18651929926.0,BTC-USD
29892.740234375,30539.845703125,29878.623046875,30399.06640625,30399.06640625,17487721001.0,BTC-USD
30409.5625,31005.607421875,30044.498046875,30485.69921875,30485.69921875,22659995079.0,BTC-USD
30490.75,30601.740234375,30245.8828125,30318.49609375,30318.49609375,11940685378.0,BTC-USD
30315.9765625,30555.537109375,30157.83203125,30315.35546875,30315.35546875,12854816417.0,BTC-USD
30317.146484375,30319.197265625,29275.37109375,29445.044921875,29445.044921875,17872186762.0,BTC-USD
29449.091796875,30470.302734375,29154.849609375,30397.552734375,30397.552734375,19480529496.0,BTC-USD
30394.1875,30411.0546875,28669.8984375,28822.6796875,28822.6796875,24571565421.0,BTC-USD
28823.68359375,29076.400390625,28037.2578125,28245.98828125,28245.98828125,21340360360.0,BTC-USD
28249.23046875,28349.96875,27177.365234375,27276.91015625,27276.91015625,20759504330.0,BTC-USD
27265.89453125,27872.142578125,27169.5703125,27817.5,27817.5,13125734602.0,BTC-USD
27816.14453125,27820.244140625,27400.314453125,27591.384765625,27591.384765625,12785446832.0,BTC-USD
27591.73046875,27979.982421875,27070.849609375,27525.33984375,27525.33984375,17703288330.0,BTC-USD
27514.873046875,28371.078125,27207.931640625,28307.59765625,28307.59765625,17733373139.0,BTC-USD
28300.05859375,29995.837890625,27324.548828125,28422.701171875,28422.701171875,31854242019.0,BTC-USD
28428.46484375,29871.546875,28402.88671875,29473.787109375,29473.787109375,27153445027.0,BTC-USD
29481.013671875,29572.791015625,28929.609375,29340.26171875,29340.26171875,17544464887.0,BTC-USD
29336.56640625,29452.455078125,29088.04296875,29248.48828125,29248.48828125,10662634333.0,BTC-USD
29245.515625,29952.029296875,29114.021484375,29268.806640625,29268.806640625,14652199272.0,BTC-USD
29227.103515625,29329.935546875,27680.79296875,28091.568359375,28091.568359375,18655599976.0,BTC-USD
28087.17578125,28881.298828125,27924.123046875,28680.537109375,28680.537109375,16432924527.0,BTC-USD
28680.494140625,29259.533203125,28178.388671875,29006.30859375,29006.30859375,19122972518.0,BTC-USD
29031.3046875,29353.185546875,28694.0390625,28847.7109375,28847.7109375,15548678514.0,BTC-USD
28851.48046875,29668.908203125,28845.509765625,29534.384765625,29534.384765625,17936566518.0,BTC-USD
29538.859375,29820.126953125,28468.966796875,28904.623046875,28904.623046875,15913866714.0,BTC-USD
28901.623046875,29157.517578125,28441.3671875,28454.978515625,28454.978515625,11301355486.0,BTC-USD
28450.45703125,28663.271484375,27310.134765625,27694.2734375,27694.2734375,19122903752.0,BTC-USD
27695.068359375,27821.400390625,27375.6015625,27658.775390625,27658.775390625,14128593256.0,BTC-USD
27654.63671875,28322.6875,26883.669921875,27621.755859375,27621.755859375,20656025026.0,BTC-USD
27621.0859375,27621.94140625,26781.826171875,27000.7890625,27000.7890625,16724343943.0,BTC-USD
26987.662109375,27055.646484375,25878.4296875,26804.990234375,26804.990234375,19313599897.0,BTC-USD
26807.76953125,27030.482421875,26710.873046875,26784.078125,26784.078125,9999171605.0,BTC-USD
26788.974609375,27150.9765625,26661.35546875,26930.638671875,26930.638671875,10014858959.0,BTC-USD
26931.384765625,27646.34765625,26766.09765625,27192.693359375,27192.693359375,14413231792.0,BTC-USD
27171.513671875,27299.3046875,26878.947265625,27036.650390625,27036.650390625,12732238816.0,BTC-USD
27035.470703125,27465.927734375,26600.14453125,27398.802734375,27398.802734375,15140006925.0,BTC-USD
27401.650390625,27466.52734375,26415.1015625,26832.208984375,26832.208984375,15222938600.0,BTC-USD
26826.75390625,27128.619140625,26700.2109375,26890.12890625,26890.12890625,11258983301.0,BTC-USD
26888.841796875,27155.158203125,26843.27734375,27129.5859375,27129.5859375,7044911360.0,BTC-USD
27118.423828125,27265.91796875,26706.921875,26753.826171875,26753.826171875,8647416921.0,BTC-USD
26749.892578125,27045.734375,26549.734375,26851.27734375,26851.27734375,11056770492.0,BTC-USD
26855.9609375,27434.68359375,26816.1796875,27225.7265625,27225.7265625,13697203143.0,BTC-USD
27224.603515625,27224.603515625,26106.576171875,26334.818359375,26334.818359375,16299104428.0,BTC-USD
26329.4609375,26591.51953125,25890.59375,26476.20703125,26476.20703125,13851122697.0,BTC-USD
26474.181640625,26916.669921875,26343.94921875,26719.291015625,26719.291015625,12711619225.0,BTC-USD
26720.181640625,26888.8828125,26621.140625,26868.353515625,26868.353515625,7892015141.0,BTC-USD
26871.158203125,28193.44921875,26802.751953125,28085.646484375,28085.646484375,14545229578.0,BTC-USD
28075.591796875,28432.0390625,27563.876953125,27745.884765625,27745.884765625,15181308984.0,BTC-USD
27745.123046875,28044.759765625,27588.501953125,27702.349609375,27702.349609375,13251081851.0,BTC-USD
27700.529296875,27831.677734375,26866.453125,27219.658203125,27219.658203125,15656371534.0,BTC-USD
27218.412109375,27346.10546875,26671.720703125,26819.97265625,26819.97265625,14678970415.0,BTC-USD
26824.556640625,27303.861328125,26574.64453125,27249.58984375,27249.58984375,14837415000.0,BTC-USD
27252.32421875,27317.052734375,26958.00390625,27075.12890625,27075.12890625,8385597470.0,BTC-USD
27075.123046875,27407.01953125,26968.224609375,27119.06640625,27119.06640625,9360912318.0,BTC-USD
27123.109375,27129.982421875,25445.16796875,25760.09765625,25760.09765625,21513292646.0,BTC-USD
25732.109375,27313.8203125,25434.8671875,27238.783203125,27238.783203125,21929670693.0,BTC-USD
27235.650390625,27332.181640625,26146.98828125,26345.998046875,26345.998046875,19530045082.0,BTC-USD
26347.654296875,26797.513671875,26246.6640625,26508.216796875,26508.216796875,11904824295.0,BTC-USD
26505.923828125,26770.2890625,26339.314453125,26480.375,26480.375,11015551640.0,BTC-USD
26481.76171875,26531.044921875,25501.8359375,25851.240234375,25851.240234375,19872933189.0,BTC-USD
25854.03125,26203.439453125,25668.986328125,25940.16796875,25940.16796875,10732609603.0,BTC-USD
25934.28515625,26087.919921875,25675.197265625,25902.5,25902.5,11677889997.0,BTC-USD
25902.94140625,26376.3515625,25728.365234375,25918.728515625,25918.728515625,14143474486.0,BTC-USD
25920.2578125,26041.80078125,24902.15234375,25124.67578125,25124.67578125,14265717766.0,BTC-USD
25121.673828125,25735.30859375,24797.16796875,25576.39453125,25576.39453125,15837384409.0,BTC-USD
25575.283203125,26463.173828125,25245.357421875,26327.462890625,26327.462890625,16324646965.0,BTC-USD
26328.6796875,26769.39453125,26174.4921875,26510.67578125,26510.67578125,11090276850.0,BTC-USD
26510.45703125,26675.92578125,26325.890625,26336.212890625,26336.212890625,9565695129.0,BTC-USD
26335.44140625,26984.611328125,26312.83203125,26851.029296875,26851.029296875,12826986222.0,BTC-USD
26841.6640625,28388.96875,26668.791015625,28327.48828125,28327.48828125,22211859147.0,BTC-USD
28311.310546875,30737.330078125,28283.41015625,30027.296875,30027.296875,33346760979.0,BTC-USD
29995.935546875,30495.998046875,29679.158203125,29912.28125,29912.28125,20653160491.0,BTC-USD
29896.3828125,31389.5390625,29845.21484375,30695.46875,30695.46875,24115570085.0,BTC-USD
30708.73828125,30804.1484375,30290.146484375,30548.6953125,30548.6953125,12147822496.0,BTC-USD
30545.150390625,31041.271484375,30327.943359375,30480.26171875,30480.26171875,12703464114.0,BTC-USD
30480.5234375,30636.029296875,29955.744140625,30271.130859375,30271.130859375,16493186997.0,BTC-USD
30274.3203125,31006.787109375,30236.650390625,30688.1640625,30688.1640625,16428827944.0,BTC-USD
30696.560546875,30703.279296875,29921.822265625,30086.24609375,30086.24609375,14571500779.0,BTC-USD
30086.1875,30796.25,30057.203125,30445.3515625,30445.3515625,13180860821.0,BTC-USD
30441.353515625,31256.86328125,29600.275390625,30477.251953125,30477.251953125,26387306197.0,BTC-USD
30471.84765625,30641.2890625,30328.865234375,30590.078125,30590.078125,9086606733.0,BTC-USD
30587.26953125,30766.140625,30264.01953125,30620.76953125,30620.76953125,10533418042.0,BTC-USD
30624.515625,31375.61328125,30586.513671875,31156.439453125,31156.439453125,15271884873.0,BTC-USD
31156.865234375,31325.197265625,30659.35546875,30777.58203125,30777.58203125,12810828427.0,BTC-USD
30778.724609375,30877.330078125,30225.61328125,30514.166015625,30514.166015625,12481622280.0,BTC-USD
30507.150390625,31460.052734375,29892.2265625,29909.337890625,29909.337890625,21129219509.0,BTC-USD
29907.998046875,30434.64453125,29777.28515625,30342.265625,30342.265625,13384770155.0,BTC-USD
30346.921875,30374.4375,30080.16015625,30292.541015625,30292.541015625,7509378699.0,BTC-USD
30291.611328125,30427.58984375,30085.591796875,30171.234375,30171.234375,7903327692.0,BTC-USD
30172.423828125,31026.083984375,29985.39453125,30414.470703125,30414.470703125,14828209155.0,BTC-USD
30417.6328125,30788.314453125,30358.09765625,30620.951171875,30620.951171875,12151839152.0,BTC-USD
30622.24609375,30959.96484375,30228.8359375,30391.646484375,30391.646484375,14805659717.0,BTC-USD
30387.48828125,31814.515625,30268.3515625,31476.048828125,31476.048828125,23686079548.0,BTC-USD
31474.720703125,31582.25390625,29966.38671875,30334.068359375,30334.068359375,20917902660.0,BTC-USD
30331.783203125,30407.78125,30263.462890625,30295.806640625,30295.806640625,8011667756.0,BTC-USD
30297.47265625,30437.560546875,30089.669921875,30249.1328125,30249.1328125,8516564470.0,BTC-USD
30249.626953125,30336.400390625,29685.783203125,30145.888671875,30145.888671875,13240156074.0,BTC-USD
30147.0703125,30233.65625,29556.427734375,29856.5625,29856.5625,13138897269.0,BTC-USD
29862.046875,30184.181640625,29794.26953125,29913.923828125,29913.923828125,12128602812.0,BTC-USD
29915.25,30195.53125,29638.095703125,29792.015625,29792.015625,14655207121.0,BTC-USD
29805.111328125,30045.998046875,29733.8515625,29908.744140625,29908.744140625,10972789818.0,BTC-USD
29908.697265625,29991.615234375,29664.12109375,29771.802734375,29771.802734375,7873300598.0,BTC-USD
29790.111328125,30330.640625,29741.52734375,30084.5390625,30084.5390625,9220145050.0,BTC-USD
30081.662109375,30093.39453125,28934.294921875,29176.916015625,29176.916015625,15395817395.0,BTC-USD
29178.970703125,29353.16015625,29062.43359375,29227.390625,29227.390625,10266772793.0,BTC-USD
29225.759765625,29675.552734375,29113.912109375,29354.97265625,29354.97265625,13497554655.0,BTC-USD
29353.798828125,29560.966796875,29099.3515625,29210.689453125,29210.689453125,10770779217.0,BTC-USD
29212.1640625,29521.513671875,29125.845703125,29319.24609375,29319.24609375,11218474952.0,BTC-USD
29319.4453125,29396.84375,29264.166015625,29356.91796875,29356.91796875,6481775959.0,BTC-USD
29357.09375,29443.169921875,29059.501953125,29275.30859375,29275.30859375,8678454527.0,BTC-USD
29278.314453125,29489.873046875,29131.578125,29230.111328125,29230.111328125,11656781982.0,BTC-USD
29230.873046875,29675.732421875,28657.0234375,29675.732421875,29675.732421875,18272392391.0,BTC-USD
29704.146484375,29987.998046875,28946.509765625,29151.958984375,29151.958984375,19212655598.0,BTC-USD
29161.8125,29375.70703125,28959.48828125,29178.6796875,29178.6796875,12780357746.0,BTC-USD
29174.3828125,29302.078125,28885.3359375,29074.091796875,29074.091796875,12036639988.0,BTC-USD
29075.388671875,29102.46484375,28957.796875,29042.126953125,29042.126953125,6598366353.0,BTC-USD
29043.701171875,29160.822265625,28963.833984375,29041.85546875,29041.85546875,7269806994.0,BTC-USD
29038.513671875,29244.28125,28724.140625,29180.578125,29180.578125,13618163710.0,BTC-USD
29180.01953125,30176.796875,29113.814453125,29765.4921875,29765.4921875,17570561357.0,BTC-USD
29766.6953125,30093.435546875,29376.80078125,29561.494140625,29561.494140625,18379521213.0,BTC-USD
29563.97265625,29688.564453125,29354.447265625,29429.591796875,29429.591796875,11865344789.0,BTC-USD
29424.90234375,29517.7734375,29253.517578125,29397.71484375,29397.71484375,10195168197.0,BTC-USD
29399.787109375,29465.11328125,29357.587890625,29415.96484375,29415.96484375,6194358008.0,BTC-USD
29416.59375,29441.43359375,29265.806640625,29282.9140625,29282.9140625,7329897180.0,BTC-USD
29283.263671875,29660.25390625,29124.10546875,29408.443359375,29408.443359375,14013695304.0,BTC-USD
29408.048828125,29439.12109375,29088.853515625,29170.34765625,29170.34765625,12640195779.0,BTC-USD
29169.07421875,29221.9765625,28701.779296875,28701.779296875,28701.779296875,14949271904.0,BTC-USD
28699.802734375,28745.947265625,25409.111328125,26664.55078125,26664.55078125,31120851211.0,BTC-USD
26636.078125,26808.1953125,25668.921875,26049.556640625,26049.556640625,24026236529.0,BTC-USD
26047.83203125,26249.44921875,25802.408203125,26096.205078125,26096.205078125,10631443812.0,BTC-USD
26096.861328125,26260.681640625,26004.314453125,26189.583984375,26189.583984375,9036580420.0,BTC-USD
26188.69140625,26220.201171875,25846.087890625,26124.140625,26124.140625,13371557893.0,BTC-USD
26130.748046875,26135.5078125,25520.728515625,26031.65625,26031.65625,14503820706.0,BTC-USD
26040.474609375,26786.8984375,25804.998046875,26431.640625,26431.640625,16985265785.0,BTC-USD
26431.51953125,26554.91015625,25914.92578125,26162.373046875,26162.373046875,12871532023.0,BTC-USD
26163.6796875,26248.103515625,25786.8125,26047.66796875,26047.66796875,12406045118.0,BTC-USD
26047.234375,26107.384765625,25983.87890625,26008.462890625,26008.462890625,6034817316.0,BTC-USD
26008.2421875,26165.373046875,25965.09765625,26089.693359375,26089.693359375,6913768611.0,BTC-USD
26089.615234375,26198.578125,25880.599609375,26106.150390625,26106.150390625,11002805166.0,BTC-USD
26102.486328125,28089.337890625,25912.62890625,27727.392578125,27727.392578125,29368391712.0,BTC-USD
27726.083984375,27760.16015625,27069.20703125,27297.265625,27297.265625,16343655235.0,BTC-USD
27301.9296875,27456.078125,25752.9296875,25931.47265625,25931.47265625,20181001451.0,BTC-USD
25934.021484375,26125.869140625,25362.609375,25800.724609375,25800.724609375,17202862221.0,BTC-USD
25800.91015625,25970.28515625,25753.09375,25868.798828125,25868.798828125,10100387473.0,BTC-USD
25869.47265625,26087.1484375,25817.03125,25969.56640625,25969.56640625,8962524523.0,BTC-USD
25968.169921875,26081.525390625,25657.025390625,25812.416015625,25812.416015625,10680635106.0,BTC-USD
25814.95703125,25858.375,25589.98828125,25779.982421875,25779.982421875,11094740040.0,BTC-USD
25783.931640625,25953.015625,25404.359375,25753.236328125,25753.236328125,12752705327.0,BTC-USD
25748.3125,26409.302734375,25608.201171875,26240.1953125,26240.1953125,11088307100.0,BTC-USD
26245.208984375,26414.005859375,25677.48046875,25905.654296875,25905.654296875,10817356400.0,BTC-USD
25905.42578125,25921.9765625,25810.494140625,25895.677734375,25895.677734375,5481314132.0,BTC-USD
25895.2109375,25978.130859375,25640.26171875,25832.2265625,25832.2265625,7899553047.0,BTC-USD
25831.71484375,25883.947265625,24930.296875,25162.654296875,25162.654296875,14600006467.0,BTC-USD
25160.658203125,26451.939453125,25133.078125,25833.34375,25833.34375,18657279324.0,BTC-USD
25837.5546875,26376.11328125,25781.123046875,26228.32421875,26228.32421875,13072077070.0,BTC-USD
26228.27734375,26774.623046875,26171.451171875,26539.673828125,26539.673828125,13811359124.0,BTC-USD
26533.818359375,26840.498046875,26240.701171875,26608.693359375,26608.693359375,11479735788.0,BTC-USD
26606.19921875,26754.76953125,26473.890625,26568.28125,26568.28125,7402031417.0,BTC-USD
26567.927734375,26617.998046875,26445.07421875,26534.1875,26534.1875,6774210670.0,BTC-USD
26532.994140625,27414.734375,26415.515625,26754.28125,26754.28125,15615339655.0,BTC-USD
26760.8515625,27488.763671875,26681.60546875,27211.1171875,27211.1171875,13807690550.0,BTC-USD
27210.228515625,27379.505859375,26864.08203125,27132.0078125,27132.0078125,13281116604.0,BTC-USD
27129.83984375,27152.939453125,26389.30078125,26567.6328125,26567.6328125,13371443708.0,BTC-USD
26564.056640625,26726.078125,26495.533203125,26579.568359375,26579.568359375,10578746709.0,BTC-USD
26578.556640625,26634.185546875,26520.51953125,26579.390625,26579.390625,7404700301.0,BTC-USD
26579.373046875,26716.05859375,26221.05078125,26256.826171875,26256.826171875,8192867686.0,BTC-USD
26253.775390625,26421.5078125,26011.46875,26298.48046875,26298.48046875,11997833257.0,BTC-USD
26294.7578125,26389.884765625,26090.712890625,26217.25,26217.25,9985498161.0,BTC-USD
26209.498046875,26817.841796875,26111.46484375,26352.716796875,26352.716796875,11718380997.0,BTC-USD
26355.8125,27259.5,26327.322265625,27021.546875,27021.546875,14079002707.0,BTC-USD
27024.841796875,27225.9375,26721.763671875,26911.720703125,26911.720703125,10396435377.0,BTC-USD
26911.689453125,27091.794921875,26888.96875,26967.916015625,26967.916015625,5331172801.0,BTC-USD
26967.396484375,28047.23828125,26965.09375,27983.75,27983.75,9503917434.0,BTC-USD
27976.798828125,28494.458984375,27347.787109375,27530.78515625,27530.78515625,19793041322.0,BTC-USD
27508.251953125,27667.19140625,27216.001953125,27429.978515625,27429.978515625,11407814187.0,BTC-USD
27429.07421875,27826.658203125,27248.10546875,27799.39453125,27799.39453125,11143355314.0,BTC-USD
27798.646484375,28091.861328125,27375.6015625,27415.912109375,27415.912109375,11877253670.0,BTC-USD
27412.123046875,28252.537109375,27215.552734375,27946.59765625,27946.59765625,13492391599.0,BTC-USD
27946.78125,28028.091796875,27870.423828125,27968.83984375,27968.83984375,6553044316.0,BTC-USD
27971.677734375,28102.169921875,27740.662109375,27935.08984375,27935.08984375,7916875290.0,BTC-USD
27934.47265625,27989.470703125,27302.5625,27583.677734375,27583.677734375,12007668568.0,BTC-USD
27589.201171875,27715.84765625,27301.654296875,27391.01953125,27391.01953125,9973350678.0,BTC-USD
27392.076171875,27474.115234375,26561.099609375,26873.3203125,26873.3203125,13648094333.0,BTC-USD
26873.29296875,26921.439453125,26558.3203125,26756.798828125,26756.798828125,9392909295.0,BTC-USD
26752.87890625,27092.697265625,26686.322265625,26862.375,26862.375,15165312851.0,BTC-USD
26866.203125,26969.0,26814.5859375,26861.70703125,26861.70703125,5388116782.0,BTC-USD
26858.01171875,27289.169921875,26817.89453125,27159.65234375,27159.65234375,7098201980.0,BTC-USD
27162.62890625,29448.138671875,27130.47265625,28519.466796875,28519.466796875,27833876539.0,BTC-USD
